schedule.awayTeam.abbreviation,schedule.awayTeam.id,schedule.homeTeam.abbreviation,schedule.homeTeam.id,schedule.id,schedule.playedStatus,schedule.scheduleStatus,schedule.startTime,schedule.venue.id,schedule.venue.name,schedule.venueAllegiance,score.awayScoreTotal,score.homeScoreTotal
CLE,86,CHI,89,47747,COMPLETED,NORMAL,2018-11-11T01:00:00.000Z,28,United Center,HOME,98.0,99.0
PHI,85,MEM,107,47748,COMPLETED,NORMAL,2018-11-11T01:00:00.000Z,100,FedEx Forum,HOME,106.0,112.0
HOU,109,SAS,106,47749,COMPLETED,NORMAL,2018-11-11T01:30:00.000Z,99,AT&T Center,HOME,89.0,96.0
BRO,84,GSW,101,47750,COMPLETED,NORMAL,2018-11-11T01:30:00.000Z,95,Oracle Arena,HOME,100.0,116.0
OKL,96,DAL,108,47751,COMPLETED,NORMAL,2018-11-11T02:00:00.000Z,2,American Airlines Center,HOME,96.0,111.0
LAL,105,SAC,103,47752,COMPLETED,NORMAL,2018-11-11T03:00:00.000Z,97,Sleep Train Arena,HOME,101.0,86.0
CHA,93,DET,88,47753,COMPLETED,NORMAL,2018-11-11T20:30:00.000Z,145,Little Caesars Arena,HOME,113.0,103.0
IND,87,HOU,109,47754,COMPLETED,NORMAL,2018-11-12T00:00:00.000Z,102,Toyota Center,HOME,103.0,115.0
ORL,95,NYK,83,47755,COMPLETED,NORMAL,2018-11-12T00:30:00.000Z,12,Madison Square Garden,HOME,115.0,89.0
MIL,90,DEN,99,47756,COMPLETED,NORMAL,2018-11-12T01:00:00.000Z,19,Pepsi Center,HOME,121.0,114.0
BOS,82,POR,97,47757,COMPLETED,NORMAL,2018-11-12T02:00:00.000Z,91,Moda Center,HOME,94.0,100.0
ATL,91,LAL,105,47758,COMPLETED,NORMAL,2018-11-12T02:30:00.000Z,25,Staples Center,HOME,106.0,107.0
ORL,95,WAS,94,47759,COMPLETED,NORMAL,2018-11-13T00:00:00.000Z,13,Capital One Arena,HOME,109.0,117.0
PHI,85,MIA,92,47760,COMPLETED,NORMAL,2018-11-13T00:30:00.000Z,86,American Airlines Arena,HOME,124.0,114.0
NOP,110,TOR,81,47761,COMPLETED,NORMAL,2018-11-13T00:30:00.000Z,1,Scotiabank Arena,HOME,126.0,110.0
DAL,108,CHI,89,47762,COMPLETED,NORMAL,2018-11-13T01:00:00.000Z,28,United Center,HOME,103.0,98.0
UTA,98,MEM,107,47763,COMPLETED,NORMAL,2018-11-13T01:00:00.000Z,100,FedEx Forum,HOME,96.0,88.0
BRO,84,MIN,100,47764,COMPLETED,NORMAL,2018-11-13T01:00:00.000Z,94,Target Center,HOME,113.0,120.0
PHX,104,OKL,96,47765,COMPLETED,NORMAL,2018-11-13T01:00:00.000Z,90,Chesapeake Energy Arena,HOME,101.0,118.0
SAS,106,SAC,103,47766,COMPLETED,NORMAL,2018-11-13T03:00:00.000Z,97,Sleep Train Arena,HOME,99.0,104.0
GSW,101,LAC,102,47767,COMPLETED,NORMAL,2018-11-13T03:30:00.000Z,25,Staples Center,HOME,116.0,121.0
CHA,93,CLE,86,47768,COMPLETED,NORMAL,2018-11-14T00:00:00.000Z,80,Quicken Loans Arena,HOME,89.0,113.0
HOU,109,DEN,99,47769,COMPLETED,NORMAL,2018-11-14T02:00:00.000Z,19,Pepsi Center,HOME,109.0,99.0
ATL,91,GSW,101,47770,COMPLETED,NORMAL,2018-11-14T03:30:00.000Z,95,Oracle Arena,HOME,103.0,110.0
PHI,85,ORL,95,47771,COMPLETED,NORMAL,2018-11-15T00:00:00.000Z,89,Amway Center,HOME,106.0,111.0
CLE,86,WAS,94,47772,COMPLETED,NORMAL,2018-11-15T00:00:00.000Z,13,Capital One Arena,HOME,95.0,119.0
CHI,89,BOS,82,47773,COMPLETED,NORMAL,2018-11-15T00:30:00.000Z,27,TD Garden,HOME,82.0,111.0
MIA,92,BRO,84,47774,COMPLETED,NORMAL,2018-11-15T00:30:00.000Z,78,Barclays Center,HOME,120.0,107.0
DET,88,TOR,81,47775,COMPLETED,NORMAL,2018-11-15T00:30:00.000Z,1,Scotiabank Arena,HOME,106.0,104.0
MEM,107,MIL,90,47776,COMPLETED,NORMAL,2018-11-15T01:00:00.000Z,84,BMO Bradley Harris Center,HOME,116.0,113.0
NOP,110,MIN,100,47777,COMPLETED,NORMAL,2018-11-15T01:00:00.000Z,94,Target Center,HOME,100.0,107.0
NYK,83,OKL,96,47778,COMPLETED,NORMAL,2018-11-15T01:00:00.000Z,90,Chesapeake Energy Arena,HOME,103.0,128.0
UTA,98,DAL,108,47779,COMPLETED,NORMAL,2018-11-15T01:30:00.000Z,2,American Airlines Center,HOME,68.0,118.0
SAS,106,PHX,104,47780,COMPLETED,NORMAL,2018-11-15T02:00:00.000Z,98,Talking Stick Resort Arena,HOME,96.0,116.0
POR,97,LAL,105,47781,COMPLETED,NORMAL,2018-11-15T03:30:00.000Z,25,Staples Center,HOME,117.0,126.0
GSW,101,HOU,109,47782,COMPLETED,NORMAL,2018-11-16T01:00:00.000Z,102,Toyota Center,HOME,86.0,107.0
ATL,91,DEN,99,47783,COMPLETED,NORMAL,2018-11-16T02:00:00.000Z,19,Pepsi Center,HOME,93.0,138.0
SAS,106,LAC,102,47784,COMPLETED,NORMAL,2018-11-16T03:30:00.000Z,25,Staples Center,HOME,111.0,116.0
TOR,81,BOS,82,47785,COMPLETED,NORMAL,2018-11-17T00:00:00.000Z,27,TD Garden,HOME,116.0,123.0
MIA,92,IND,87,47786,COMPLETED,NORMAL,2018-11-17T00:00:00.000Z,81,Bankers Life Fieldhouse,HOME,91.0,99.0
UTA,98,PHI,85,47787,COMPLETED,NORMAL,2018-11-17T00:00:00.000Z,29,Wells Fargo Center,HOME,107.0,113.0
BRO,84,WAS,94,47788,COMPLETED,NORMAL,2018-11-17T00:00:00.000Z,13,Capital One Arena,HOME,115.0,104.0
SAC,103,MEM,107,47789,COMPLETED,NORMAL,2018-11-17T01:00:00.000Z,100,FedEx Forum,HOME,104.0,112.0
POR,97,MIN,100,47790,COMPLETED,NORMAL,2018-11-17T01:00:00.000Z,94,Target Center,HOME,96.0,112.0
NYK,83,NOP,110,47791,COMPLETED,NORMAL,2018-11-17T01:00:00.000Z,103,Smoothie King Center,HOME,124.0,129.0
CHI,89,MIL,90,47792,COMPLETED,NORMAL,2018-11-17T02:30:00.000Z,84,BMO Bradley Harris Center,HOME,104.0,123.0
LAC,102,BRO,84,47793,COMPLETED,NORMAL,2018-11-17T23:00:00.000Z,78,Barclays Center,HOME,127.0,119.0
PHI,85,CHA,93,47794,COMPLETED,NORMAL,2018-11-18T00:00:00.000Z,87,Spectrum Center,HOME,122.0,119.0
ATL,91,IND,87,47795,COMPLETED,NORMAL,2018-11-18T00:00:00.000Z,81,Bankers Life Fieldhouse,HOME,89.0,97.0
LAL,105,ORL,95,47796,COMPLETED,NORMAL,2018-11-18T00:00:00.000Z,89,Amway Center,HOME,117.0,130.0
DEN,99,NOP,110,47797,COMPLETED,NORMAL,2018-11-18T00:00:00.000Z,103,Smoothie King Center,HOME,115.0,125.0
UTA,98,BOS,82,47798,COMPLETED,NORMAL,2018-11-18T00:30:00.000Z,27,TD Garden,HOME,98.0,86.0
TOR,81,CHI,89,47799,COMPLETED,NORMAL,2018-11-18T01:00:00.000Z,28,United Center,HOME,122.0,83.0
SAC,103,HOU,109,47800,COMPLETED,NORMAL,2018-11-18T01:00:00.000Z,102,Toyota Center,HOME,112.0,132.0
GSW,101,DAL,108,47801,COMPLETED,NORMAL,2018-11-18T01:30:00.000Z,2,American Airlines Center,HOME,109.0,112.0
OKL,96,PHX,104,47802,COMPLETED,NORMAL,2018-11-18T02:00:00.000Z,98,Talking Stick Resort Arena,HOME,110.0,100.0
MEM,107,MIN,100,47803,COMPLETED,NORMAL,2018-11-18T20:30:00.000Z,94,Target Center,HOME,100.0,87.0
LAL,105,MIA,92,47804,COMPLETED,NORMAL,2018-11-18T23:00:00.000Z,86,American Airlines Arena,HOME,113.0,97.0
NYK,83,ORL,95,47805,COMPLETED,NORMAL,2018-11-18T23:00:00.000Z,89,Amway Center,HOME,117.0,131.0
POR,97,WAS,94,47806,COMPLETED,NORMAL,2018-11-18T23:00:00.000Z,13,Capital One Arena,HOME,119.0,109.0
GSW,101,SAS,106,47807,COMPLETED,NORMAL,2018-11-19T00:00:00.000Z,99,AT&T Center,HOME,92.0,104.0
BOS,82,CHA,93,47808,COMPLETED,NORMAL,2018-11-20T00:00:00.000Z,87,Spectrum Center,HOME,112.0,117.0
CLE,86,DET,88,47809,COMPLETED,NORMAL,2018-11-20T00:00:00.000Z,145,Little Caesars Arena,HOME,102.0,113.0
UTA,98,IND,87,47810,COMPLETED,NORMAL,2018-11-20T00:00:00.000Z,81,Bankers Life Fieldhouse,HOME,94.0,121.0
PHX,104,PHI,85,47811,COMPLETED,NORMAL,2018-11-20T00:00:00.000Z,29,Wells Fargo Center,HOME,114.0,119.0
LAC,102,ATL,91,47812,COMPLETED,NORMAL,2018-11-20T00:30:00.000Z,20,StateFarm Arena,HOME,127.0,119.0
DAL,108,MEM,107,47813,COMPLETED,NORMAL,2018-11-20T01:00:00.000Z,100,FedEx Forum,HOME,88.0,98.0
DEN,99,MIL,90,47814,COMPLETED,NORMAL,2018-11-20T01:00:00.000Z,84,BMO Bradley Harris Center,HOME,98.0,104.0
SAS,106,NOP,110,47815,COMPLETED,NORMAL,2018-11-20T01:00:00.000Z,103,Smoothie King Center,HOME,126.0,140.0
OKL,96,SAC,103,47816,COMPLETED,NORMAL,2018-11-20T03:00:00.000Z,97,Sleep Train Arena,HOME,113.0,117.0
TOR,81,ORL,95,47817,COMPLETED,NORMAL,2018-11-21T00:00:00.000Z,89,Amway Center,HOME,93.0,91.0
LAC,102,WAS,94,47818,COMPLETED,NORMAL,2018-11-21T00:00:00.000Z,13,Capital One Arena,HOME,118.0,125.0
BRO,84,MIA,92,47819,COMPLETED,NORMAL,2018-11-21T00:30:00.000Z,86,American Airlines Arena,HOME,104.0,92.0
POR,97,NYK,83,47820,COMPLETED,NORMAL,2018-11-21T00:30:00.000Z,12,Madison Square Garden,HOME,118.0,114.0
IND,87,CHA,93,47821,COMPLETED,NORMAL,2018-11-22T00:00:00.000Z,87,Spectrum Center,HOME,109.0,127.0
NOP,110,PHI,85,47822,COMPLETED,NORMAL,2018-11-22T00:00:00.000Z,29,Wells Fargo Center,HOME,122.0,121.0
TOR,81,ATL,91,47823,COMPLETED,NORMAL,2018-11-22T00:30:00.000Z,20,StateFarm Arena,HOME,124.0,108.0
NYK,83,BOS,82,47824,COMPLETED,NORMAL,2018-11-22T00:30:00.000Z,27,TD Garden,HOME,117.0,109.0
LAL,105,CLE,86,47825,COMPLETED,NORMAL,2018-11-22T01:00:00.000Z,80,Quicken Loans Arena,HOME,109.0,105.0
PHX,104,CHI,89,47826,COMPLETED,NORMAL,2018-11-22T01:00:00.000Z,28,United Center,HOME,116.0,124.0
DET,88,HOU,109,47827,COMPLETED,NORMAL,2018-11-22T01:00:00.000Z,102,Toyota Center,HOME,124.0,126.0
POR,97,MIL,90,47828,COMPLETED,NORMAL,2018-11-22T01:00:00.000Z,84,BMO Bradley Harris Center,HOME,100.0,143.0
DEN,99,MIN,100,47829,COMPLETED,NORMAL,2018-11-22T01:00:00.000Z,94,Target Center,HOME,103.0,101.0
BRO,84,DAL,108,47830,COMPLETED,NORMAL,2018-11-22T01:30:00.000Z,2,American Airlines Center,HOME,113.0,119.0
MEM,107,SAS,106,47831,COMPLETED,NORMAL,2018-11-22T01:30:00.000Z,99,AT&T Center,HOME,104.0,103.0
SAC,103,UTA,98,47832,COMPLETED,NORMAL,2018-11-22T02:00:00.000Z,92,Vivint Smart Home Arena,HOME,119.0,110.0
OKL,96,GSW,101,47833,COMPLETED,NORMAL,2018-11-22T03:30:00.000Z,95,Oracle Arena,HOME,123.0,95.0
MIN,100,BRO,84,47834,COMPLETED,NORMAL,2018-11-23T17:00:00.000Z,78,Barclays Center,HOME,112.0,102.0
MEM,107,LAC,102,47835,COMPLETED,NORMAL,2018-11-23T20:30:00.000Z,25,Staples Center,HOME,107.0,112.0
HOU,109,DET,88,47836,COMPLETED,NORMAL,2018-11-24T00:00:00.000Z,145,Little Caesars Arena,HOME,111.0,116.0
BOS,82,ATL,91,47837,COMPLETED,NORMAL,2018-11-24T00:30:00.000Z,20,StateFarm Arena,HOME,114.0,96.0
NOP,110,NYK,83,47838,COMPLETED,NORMAL,2018-11-24T00:30:00.000Z,12,Madison Square Garden,HOME,109.0,114.0
CLE,86,PHI,85,47839,COMPLETED,NORMAL,2018-11-24T00:30:00.000Z,29,Wells Fargo Center,HOME,121.0,112.0
WAS,94,TOR,81,47840,COMPLETED,NORMAL,2018-11-24T00:30:00.000Z,1,Scotiabank Arena,HOME,107.0,125.0
SAS,106,IND,87,47841,COMPLETED,NORMAL,2018-11-24T01:00:00.000Z,81,Bankers Life Fieldhouse,HOME,111.0,100.0
MIA,92,CHI,89,47842,COMPLETED,NORMAL,2018-11-24T01:00:00.000Z,28,United Center,HOME,103.0,96.0
CHA,93,OKL,96,47843,COMPLETED,NORMAL,2018-11-24T01:00:00.000Z,90,Chesapeake Energy Arena,HOME,104.0,109.0
PHX,104,MIL,90,47844,COMPLETED,NORMAL,2018-11-24T01:30:00.000Z,84,BMO Bradley Harris Center,HOME,116.0,114.0
ORL,95,DEN,99,47845,COMPLETED,NORMAL,2018-11-24T02:00:00.000Z,19,Pepsi Center,HOME,87.0,112.0
POR,97,GSW,101,47846,COMPLETED,NORMAL,2018-11-24T03:30:00.000Z,95,Oracle Arena,HOME,97.0,125.0
UTA,98,LAL,105,47847,COMPLETED,NORMAL,2018-11-24T03:30:00.000Z,25,Staples Center,HOME,83.0,90.0
HOU,109,CLE,86,47848,COMPLETED,NORMAL,2018-11-25T00:30:00.000Z,80,Quicken Loans Arena,HOME,108.0,117.0
NOP,110,WAS,94,47849,COMPLETED,NORMAL,2018-11-25T01:00:00.000Z,13,Capital One Arena,HOME,114.0,124.0
CHI,89,MIN,100,47850,COMPLETED,NORMAL,2018-11-25T01:00:00.000Z,94,Target Center,HOME,96.0,111.0
DEN,99,OKL,96,47851,COMPLETED,NORMAL,2018-11-25T01:00:00.000Z,90,Chesapeake Energy Arena,HOME,105.0,98.0
BOS,82,DAL,108,47852,COMPLETED,NORMAL,2018-11-25T01:30:00.000Z,2,American Airlines Center,HOME,104.0,113.0
SAS,106,MIL,90,47853,COMPLETED,NORMAL,2018-11-25T01:30:00.000Z,84,BMO Bradley Harris Center,HOME,129.0,135.0
SAC,103,GSW,101,47854,COMPLETED,NORMAL,2018-11-25T01:30:00.000Z,95,Oracle Arena,HOME,116.0,117.0
ORL,95,LAL,105,47855,COMPLETED,NORMAL,2018-11-25T20:30:00.000Z,25,Staples Center,HOME,108.0,104.0
PHX,104,DET,88,47856,COMPLETED,NORMAL,2018-11-25T21:00:00.000Z,145,Little Caesars Arena,HOME,107.0,118.0
CHA,93,ATL,91,47857,COMPLETED,NORMAL,2018-11-25T23:00:00.000Z,20,StateFarm Arena,HOME,123.0,124.0
PHI,85,BRO,84,47858,COMPLETED,NORMAL,2018-11-25T23:00:00.000Z,78,Barclays Center,HOME,127.0,125.0
MIA,92,TOR,81,47859,COMPLETED,NORMAL,2018-11-25T23:00:00.000Z,1,Scotiabank Arena,HOME,115.0,125.0
NYK,83,MEM,107,47860,COMPLETED,NORMAL,2018-11-25T23:00:00.000Z,100,FedEx Forum,HOME,103.0,98.0
UTA,98,SAC,103,47861,COMPLETED,NORMAL,2018-11-26T01:00:00.000Z,97,Sleep Train Arena,HOME,133.0,112.0
LAC,102,POR,97,47862,COMPLETED,NORMAL,2018-11-26T02:00:00.000Z,91,Moda Center,HOME,104.0,100.0
MIL,90,CHA,93,47863,COMPLETED,NORMAL,2018-11-27T00:00:00.000Z,87,Spectrum Center,HOME,107.0,110.0
MIN,100,CLE,86,47864,COMPLETED,NORMAL,2018-11-27T00:00:00.000Z,80,Quicken Loans Arena,HOME,102.0,95.0
HOU,109,WAS,94,47865,COMPLETED,NORMAL,2018-11-27T00:00:00.000Z,13,Capital One Arena,HOME,131.0,135.0
SAS,106,CHI,89,47866,COMPLETED,NORMAL,2018-11-27T01:00:00.000Z,28,United Center,HOME,108.0,107.0
BOS,82,NOP,110,47867,COMPLETED,NORMAL,2018-11-27T01:00:00.000Z,103,Smoothie King Center,HOME,124.0,107.0
IND,87,UTA,98,47868,COMPLETED,NORMAL,2018-11-27T02:00:00.000Z,92,Vivint Smart Home Arena,HOME,121.0,88.0
ORL,95,GSW,101,47869,COMPLETED,NORMAL,2018-11-27T03:30:00.000Z,95,Oracle Arena,HOME,110.0,116.0
NYK,83,DET,88,47870,COMPLETED,NORMAL,2018-11-28T00:00:00.000Z,145,Little Caesars Arena,HOME,108.0,115.0
ATL,91,MIA,92,47871,COMPLETED,NORMAL,2018-11-28T00:30:00.000Z,86,American Airlines Arena,HOME,115.0,113.0
TOR,81,MEM,107,47872,COMPLETED,NORMAL,2018-11-28T01:00:00.000Z,100,FedEx Forum,HOME,122.0,114.0
LAL,105,DEN,99,47873,COMPLETED,NORMAL,2018-11-28T02:00:00.000Z,19,Pepsi Center,HOME,85.0,117.0
IND,87,PHX,104,47874,COMPLETED,NORMAL,2018-11-28T02:00:00.000Z,98,Talking Stick Resort Arena,HOME,109.0,104.0
ATL,91,CHA,93,47875,COMPLETED,NORMAL,2018-11-29T00:00:00.000Z,87,Spectrum Center,HOME,94.0,108.0
NYK,83,PHI,85,47876,COMPLETED,NORMAL,2018-11-29T00:00:00.000Z,29,Wells Fargo Center,HOME,91.0,117.0
UTA,98,BRO,84,47877,COMPLETED,NORMAL,2018-11-29T00:30:00.000Z,78,Barclays Center,HOME,101.0,91.0
DAL,108,HOU,109,47878,COMPLETED,NORMAL,2018-11-29T01:00:00.000Z,102,Toyota Center,HOME,128.0,108.0
CHI,89,MIL,90,47879,COMPLETED,NORMAL,2018-11-29T01:00:00.000Z,84,BMO Bradley Harris Center,HOME,113.0,116.0
SAS,106,MIN,100,47880,COMPLETED,NORMAL,2018-11-29T01:00:00.000Z,94,Target Center,HOME,89.0,128.0
WAS,94,NOP,110,47881,COMPLETED,NORMAL,2018-11-29T01:00:00.000Z,103,Smoothie King Center,HOME,104.0,125.0
CLE,86,OKL,96,47882,COMPLETED,NORMAL,2018-11-29T01:00:00.000Z,90,Chesapeake Energy Arena,HOME,83.0,100.0
ORL,95,POR,97,47883,COMPLETED,NORMAL,2018-11-29T03:00:00.000Z,91,Moda Center,HOME,112.0,115.0
PHX,104,LAC,102,47884,COMPLETED,NORMAL,2018-11-29T03:30:00.000Z,25,Staples Center,HOME,99.0,115.0
GSW,101,TOR,81,47885,COMPLETED,NORMAL,2018-11-30T01:00:00.000Z,1,Scotiabank Arena,HOME,128.0,131.0
IND,87,LAL,105,47886,COMPLETED,NORMAL,2018-11-30T03:30:00.000Z,25,Staples Center,HOME,96.0,104.0
LAC,102,SAC,103,47887,COMPLETED,NORMAL,2018-11-30T03:30:00.000Z,97,Sleep Train Arena,HOME,133.0,121.0
CLE,86,BOS,82,47888,COMPLETED,NORMAL,2018-12-01T00:00:00.000Z,27,TD Garden,HOME,95.0,128.0
UTA,98,CHA,93,47889,COMPLETED,NORMAL,2018-12-01T00:00:00.000Z,87,Spectrum Center,HOME,119.0,111.0
CHI,89,DET,88,47890,COMPLETED,NORMAL,2018-12-01T00:00:00.000Z,145,Little Caesars Arena,HOME,88.0,107.0
WAS,94,PHI,85,47891,COMPLETED,NORMAL,2018-12-01T00:00:00.000Z,29,Wells Fargo Center,HOME,98.0,123.0
MEM,107,BRO,84,47892,COMPLETED,NORMAL,2018-12-01T00:30:00.000Z,78,Barclays Center,HOME,131.0,125.0
NOP,110,MIA,92,47893,COMPLETED,NORMAL,2018-12-01T01:00:00.000Z,86,American Airlines Arena,HOME,101.0,106.0
ATL,91,OKL,96,47894,COMPLETED,NORMAL,2018-12-01T01:00:00.000Z,90,Chesapeake Energy Arena,HOME,109.0,124.0
HOU,109,SAS,106,47895,COMPLETED,NORMAL,2018-12-01T01:00:00.000Z,99,AT&T Center,HOME,136.0,105.0
ORL,95,PHX,104,47896,COMPLETED,NORMAL,2018-12-01T02:00:00.000Z,98,Talking Stick Resort Arena,HOME,99.0,85.0
DAL,108,LAL,105,47897,COMPLETED,NORMAL,2018-12-01T03:30:00.000Z,25,Staples Center,HOME,103.0,114.0
DEN,99,POR,97,47898,COMPLETED,NORMAL,2018-12-01T03:30:00.000Z,91,Moda Center,HOME,113.0,112.0
MIL,90,NYK,83,47899,COMPLETED,NORMAL,2018-12-01T22:00:00.000Z,12,Madison Square Garden,HOME,134.0,136.0
GSW,101,DET,88,47900,COMPLETED,NORMAL,2018-12-02T00:00:00.000Z,145,Little Caesars Arena,HOME,102.0,111.0
BRO,84,WAS,94,47901,COMPLETED,NORMAL,2018-12-02T00:00:00.000Z,13,Capital One Arena,HOME,88.0,102.0
TOR,81,CLE,86,47902,COMPLETED,NORMAL,2018-12-02T01:00:00.000Z,80,Quicken Loans Arena,HOME,106.0,95.0
CHI,89,HOU,109,47903,COMPLETED,NORMAL,2018-12-02T01:00:00.000Z,102,Toyota Center,HOME,105.0,121.0
BOS,82,MIN,100,47904,COMPLETED,NORMAL,2018-12-02T01:00:00.000Z,94,Target Center,HOME,118.0,109.0
IND,87,SAC,103,47905,COMPLETED,NORMAL,2018-12-02T03:00:00.000Z,97,Sleep Train Arena,HOME,110.0,111.0
PHX,104,LAL,105,47906,COMPLETED,NORMAL,2018-12-02T20:30:00.000Z,25,Staples Center,HOME,96.0,120.0
NOP,110,CHA,93,47907,COMPLETED,NORMAL,2018-12-02T22:00:00.000Z,87,Spectrum Center,HOME,119.0,109.0
UTA,98,MIA,92,47908,COMPLETED,NORMAL,2018-12-02T23:00:00.000Z,86,American Airlines Arena,HOME,100.0,102.0
MEM,107,PHI,85,47909,COMPLETED,NORMAL,2018-12-02T23:00:00.000Z,29,Wells Fargo Center,HOME,95.0,103.0
LAC,102,DAL,108,47910,COMPLETED,NORMAL,2018-12-03T00:00:00.000Z,2,American Airlines Center,HOME,110.0,114.0
POR,97,SAS,106,47911,COMPLETED,NORMAL,2018-12-03T00:00:00.000Z,99,AT&T Center,HOME,118.0,131.0
OKL,96,DET,88,47912,COMPLETED,NORMAL,2018-12-04T00:00:00.000Z,145,Little Caesars Arena,HOME,110.0,83.0
GSW,101,ATL,91,47913,COMPLETED,NORMAL,2018-12-04T00:30:00.000Z,20,StateFarm Arena,HOME,128.0,111.0
CLE,86,BRO,84,47914,COMPLETED,NORMAL,2018-12-04T00:30:00.000Z,78,Barclays Center,HOME,99.0,97.0
WAS,94,NYK,83,47915,COMPLETED,NORMAL,2018-12-04T00:30:00.000Z,12,Madison Square Garden,HOME,110.0,107.0
DEN,99,TOR,81,47916,COMPLETED,NORMAL,2018-12-04T00:30:00.000Z,1,Scotiabank Arena,HOME,106.0,103.0
HOU,109,MIN,100,47917,COMPLETED,NORMAL,2018-12-04T01:00:00.000Z,94,Target Center,HOME,91.0,103.0
LAC,102,NOP,110,47918,COMPLETED,NORMAL,2018-12-04T01:00:00.000Z,103,Smoothie King Center,HOME,129.0,126.0
CHI,89,IND,87,47919,COMPLETED,NORMAL,2018-12-05T00:00:00.000Z,81,Bankers Life Fieldhouse,HOME,90.0,96.0
ORL,95,MIA,92,47920,COMPLETED,NORMAL,2018-12-05T00:30:00.000Z,86,American Airlines Arena,HOME,105.0,90.0
POR,97,DAL,108,47921,COMPLETED,NORMAL,2018-12-05T01:30:00.000Z,2,American Airlines Center,HOME,102.0,111.0
SAC,103,PHX,104,47922,COMPLETED,NORMAL,2018-12-05T02:00:00.000Z,98,Talking Stick Resort Arena,HOME,122.0,105.0
SAS,106,UTA,98,47923,COMPLETED,NORMAL,2018-12-05T02:00:00.000Z,92,Vivint Smart Home Arena,HOME,105.0,139.0
GSW,101,CLE,86,47924,COMPLETED,NORMAL,2018-12-06T00:00:00.000Z,80,Quicken Loans Arena,HOME,129.0,105.0
DEN,99,ORL,95,47925,COMPLETED,NORMAL,2018-12-06T00:00:00.000Z,89,Amway Center,HOME,124.0,118.0
WAS,94,ATL,91,47926,COMPLETED,NORMAL,2018-12-06T00:30:00.000Z,20,StateFarm Arena,HOME,131.0,117.0
OKL,96,BRO,84,47927,COMPLETED,NORMAL,2018-12-06T00:30:00.000Z,78,Barclays Center,HOME,114.0,112.0
PHI,85,TOR,81,47928,COMPLETED,NORMAL,2018-12-06T01:00:00.000Z,1,Scotiabank Arena,HOME,102.0,113.0
LAC,102,MEM,107,47929,COMPLETED,NORMAL,2018-12-06T01:00:00.000Z,100,FedEx Forum,HOME,86.0,96.0
DET,88,MIL,90,47930,COMPLETED,NORMAL,2018-12-06T01:00:00.000Z,84,BMO Bradley Harris Center,HOME,92.0,115.0
CHA,93,MIN,100,47931,COMPLETED,NORMAL,2018-12-06T01:00:00.000Z,94,Target Center,HOME,104.0,121.0
DAL,108,NOP,110,47932,COMPLETED,NORMAL,2018-12-06T01:00:00.000Z,103,Smoothie King Center,HOME,106.0,132.0
SAS,106,LAL,105,47933,COMPLETED,NORMAL,2018-12-06T03:30:00.000Z,25,Staples Center,HOME,113.0,121.0
NYK,83,BOS,82,47934,COMPLETED,NORMAL,2018-12-07T01:00:00.000Z,27,TD Garden,HOME,100.0,128.0
PHX,104,POR,97,47935,COMPLETED,NORMAL,2018-12-07T03:00:00.000Z,91,Moda Center,HOME,86.0,108.0
HOU,109,UTA,98,47936,COMPLETED,NORMAL,2018-12-07T03:30:00.000Z,92,Vivint Smart Home Arena,HOME,91.0,118.0
DEN,99,CHA,93,47937,COMPLETED,NORMAL,2018-12-08T00:00:00.000Z,87,Spectrum Center,HOME,107.0,113.0
PHI,85,DET,88,47938,COMPLETED,NORMAL,2018-12-08T00:00:00.000Z,145,Little Caesars Arena,HOME,117.0,111.0
IND,87,ORL,95,47939,COMPLETED,NORMAL,2018-12-08T00:00:00.000Z,89,Amway Center,HOME,112.0,90.0
TOR,81,BRO,84,47940,COMPLETED,NORMAL,2018-12-08T00:30:00.000Z,78,Barclays Center,HOME,105.0,106.0
SAC,103,CLE,86,47941,COMPLETED,NORMAL,2018-12-08T00:30:00.000Z,80,Quicken Loans Arena,HOME,129.0,110.0
OKL,96,CHI,89,47942,COMPLETED,NORMAL,2018-12-08T01:00:00.000Z,28,United Center,HOME,112.0,114.0
MEM,107,NOP,110,47943,COMPLETED,NORMAL,2018-12-08T01:00:00.000Z,103,Smoothie King Center,HOME,107.0,103.0
LAL,105,SAS,106,47944,COMPLETED,NORMAL,2018-12-08T01:30:00.000Z,99,AT&T Center,HOME,120.0,133.0
MIA,92,PHX,104,47945,COMPLETED,NORMAL,2018-12-08T02:00:00.000Z,98,Talking Stick Resort Arena,HOME,115.0,98.0
GSW,101,MIL,90,47946,COMPLETED,NORMAL,2018-12-08T02:30:00.000Z,84,BMO Bradley Harris Center,HOME,105.0,95.0
HOU,109,DAL,108,47947,COMPLETED,NORMAL,2018-12-08T23:00:00.000Z,2,American Airlines Center,HOME,104.0,107.0
SAC,103,IND,87,47948,COMPLETED,NORMAL,2018-12-09T00:00:00.000Z,81,Bankers Life Fieldhouse,HOME,97.0,107.0
DEN,99,ATL,91,47949,COMPLETED,NORMAL,2018-12-09T00:30:00.000Z,20,StateFarm Arena,HOME,98.0,106.0
WAS,94,CLE,86,47950,COMPLETED,NORMAL,2018-12-09T00:30:00.000Z,80,Quicken Loans Arena,HOME,101.0,116.0
BRO,84,NYK,83,47951,COMPLETED,NORMAL,2018-12-09T00:30:00.000Z,12,Madison Square Garden,HOME,112.0,104.0
